Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,Multiple_deliveries,Festival,City_type,Time_taken(min),distance_km,is_weekend,month_intervals,year_quarter,order_prepare_time
35.0,4.9,conditions Cloudy,Jam ,2,Drinks ,scooter ,1.0,Yes ,Metropolitian ,44,16.024,False,middle_month,1,10.0
26.0,4.7,conditions Stormy,Low ,2,Drinks ,scooter ,1.0,No ,Metropolitian ,17,2.255,False,end_month,1,15.0
31.0,4.7,conditions Fog,High ,1,Buffet ,scooter ,1.0,No ,Metropolitian ,26,1.14,False,start_month,1,10.0
36.0,4.8,conditions Sunny,Low ,1,Drinks ,motorcycle ,0.0,No ,Urban ,17,8.012,False,middle_month,1,10.0
35.0,4.8,conditions Windy,Low ,1,Snack ,scooter ,0.0,No ,Metropolitian ,15,14.743,False,end_month,1,5.0
26.0,4.9,conditions Windy,High ,1,Buffet ,scooter ,1.0,No ,Urban ,14,4.564,False,end_month,1,5.0
29.585221590422037,4.7,conditions Windy,Low ,1,Meal ,motorcycle ,1.0,No ,Metropolitian ,15,1.137,True,start_month,1,10.0
36.0,4.9,conditions Sunny,Medium ,0,Snack ,motorcycle ,1.0,No ,Urban ,27,4.579,False,middle_month,1,10.0
39.0,4.5,conditions Stormy,Low ,0,Snack ,motorcycle ,1.0,No ,Urban ,28,1.128,False,middle_month,1,5.0
34.0,4.8,conditions Fog,Jam ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,51,14.502,False,end_month,1,10.0
21.0,4.8,conditions Sandstorms,Medium ,1,Drinks ,motorcycle ,0.0,No ,Metropolitian ,21,3.434,False,start_month,1,15.0
29.0,4.9,conditions Sunny,Low ,2,Drinks ,electric_scooter ,0.0,No ,Metropolitian ,16,2.319,True,start_month,1,15.0
37.0,4.9,conditions Stormy,Low ,2,Buffet ,scooter ,1.0,No ,Metropolitian ,27,6.694,True,start_month,2,15.0
22.0,4.1,conditions Windy,Jam ,0,Meal ,motorcycle ,1.0,No ,Metropolitian ,33,14.461,False,middle_month,1,10.0
20.0,4.7,conditions Sandstorms,Low ,0,Snack ,motorcycle ,0.0,No ,Metropolitian ,18,7.891,False,middle_month,1,15.0
34.0,4.7,conditions Fog,Low ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,27,6.822,True,start_month,2,10.0
26.0,4.6,conditions Fog,Jam ,2,Meal ,motorcycle ,1.0,No ,Metropolitian ,38,8.011,True,start_month,1,5.0
35.0,4.6,conditions Windy,Medium ,0,Meal ,motorcycle ,1.0,No ,Metropolitian ,26,3.44,False,middle_month,1,5.0
24.0,4.9,conditions Sunny,Medium ,0,Meal ,motorcycle ,1.0,No ,Metropolitian ,27,14.153,False,end_month,1,5.0
22.0,4.6,conditions Stormy,High ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,28,4.536,False,start_month,2,15.0
22.0,4.5,conditions Cloudy,Low ,0,Buffet ,motorcycle ,0.0,No ,Urban ,18,3.406,False,middle_month,1,5.0
27.0,4.6,conditions Cloudy,Low ,0,Buffet ,motorcycle ,0.0,No ,Metropolitian ,22,14.88,True,middle_month,1,10.0
23.0,4.4,conditions Sandstorms,Jam ,0,Buffet ,motorcycle ,1.0,No ,Urban ,36,5.796,False,end_month,1,5.0
36.0,4.7,conditions Stormy,Medium ,1,Snack ,motorcycle ,0.0,No ,Metropolitian ,29,7.988,False,end_month,1,15.0
35.0,4.6,conditions Sunny,Low ,0,Snack ,motorcycle ,0.0,No ,Metropolitian ,25,2.231,True,start_month,1,10.0
37.0,4.8,conditions Windy,Jam ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,48,7.894,False,middle_month,1,15.0
29.0,4.7,conditions Stormy,Low ,2,Drinks ,scooter ,0.0,No ,Metropolitian ,18,2.279,False,middle_month,1,5.0
29.585221590422037,4.7,conditions Sandstorms,Jam ,2,Snack ,electric_scooter ,0.0,No ,Metropolitian ,44,9.23,False,start_month,1,10.0
33.0,4.8,conditions Fog,Jam ,2,Meal ,scooter ,1.0,No ,Metropolitian ,38,14.875,False,middle_month,1,15.0
32.0,4.4,conditions Windy,Jam ,0,Meal ,motorcycle ,2.0,No ,Urban ,41,8.011,False,end_month,1,10.0
21.0,3.9,conditions Sunny,Jam ,0,Buffet ,motorcycle ,3.0,Yes ,Metropolitian ,52,3.337,False,middle_month,1,5.0
24.0,5.0,conditions Sandstorms,Low ,2,Snack ,motorcycle ,1.0,No ,Urban ,16,8.076,True,end_month,1,5.0
29.0,5.0,conditions Windy,Low ,1,Buffet ,scooter ,0.0,No ,Urban ,16,5.797,False,end_month,1,10.0
28.0,4.7,conditions Sunny,Medium ,2,Snack ,motorcycle ,0.0,No ,Urban ,15,5.787,False,start_month,1,10.0
35.0,4.6,conditions Windy,Jam ,0,Snack ,motorcycle ,2.0,No ,Metropolitian ,37,12.586,False,end_month,1,10.0
28.0,4.8,conditions Fog,Low ,2,Buffet ,scooter ,1.0,No ,Metropolitian ,19,1.137,True,middle_month,1,10.0
28.0,4.8,conditions Cloudy,Low ,2,Snack ,scooter ,0.0,No ,Urban ,13,6.839,True,start_month,2,5.0
37.0,3.8,conditions Sandstorms,Jam ,2,Snack ,scooter ,1.0,Yes ,Metropolitian ,43,9.259,True,start_month,2,10.0
32.0,4.8,conditions Sandstorms,High ,1,Snack ,scooter ,1.0,No ,Metropolitian ,25,4.634,False,start_month,1,5.0
26.0,4.5,conditions Cloudy,Jam ,0,Snack ,motorcycle ,1.0,No ,Metropolitian ,45,9.158,False,start_month,2,10.0
20.0,4.2,conditions Windy,Low ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,26,2.319,False,middle_month,1,5.0
27.0,4.6,conditions Windy,Medium ,0,Snack ,motorcycle ,1.0,No ,Urban ,21,10.283,False,middle_month,1,15.0
31.0,4.1,conditions Fog,Medium ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,34,5.797,True,end_month,1,15.0
22.0,5.0,conditions Cloudy,Medium ,1,Meal ,motorcycle ,1.0,No ,Urban ,27,12.58,False,middle_month,1,15.0
21.0,4.5,conditions Sandstorms,Jam ,1,Buffet ,motorcycle ,0.0,No ,Metropolitian ,17,8.013,False,end_month,1,15.0
34.0,4.0,conditions Cloudy,Jam ,2,Meal ,motorcycle ,1.0,No ,Metropolitian ,40,12.731,False,start_month,1,10.0
24.0,4.8,conditions Windy,High ,2,Meal ,electric_scooter ,0.0,No ,Urban ,12,4.579,False,middle_month,1,5.0
35.0,4.8,conditions Sunny,High ,1,Snack ,motorcycle ,1.0,No ,Urban ,16,4.511,True,middle_month,1,5.0
37.0,4.8,conditions Stormy,Medium ,2,Drinks ,scooter ,1.0,No ,Metropolitian ,31,6.945,False,start_month,1,15.0
39.0,4.6,conditions Windy,Low ,2,Buffet ,motorcycle ,1.0,No ,Urban ,22,7.94,False,start_month,1,10.0
26.0,4.9,conditions Windy,Medium ,2,Snack ,motorcycle ,1.0,No ,Urban ,27,6.694,False,start_month,1,10.0
28.0,4.7,conditions Stormy,Low ,2,Drinks ,motorcycle ,0.0,No ,Urban ,11,12.591,True,end_month,1,15.0
29.0,4.8,conditions Sunny,Medium ,2,Snack ,motorcycle ,0.0,No ,Urban ,17,3.435,False,end_month,1,15.0
28.0,4.9,conditions Sandstorms,Medium ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,35,14.832,True,middle_month,1,5.0
34.0,4.2,conditions Windy,Jam ,1,Snack ,motorcycle ,0.0,No ,Metropolitian ,35,10.151,False,start_month,1,5.0
23.0,5.0,conditions Stormy,Medium ,1,Drinks ,scooter ,1.0,No ,Metropolitian ,18,9.021,False,middle_month,1,10.0
22.0,5.0,conditions Fog,Low ,1,Buffet ,motorcycle ,0.0,No ,Metropolitian ,10,2.308,True,start_month,2,5.0
35.0,4.8,conditions Sunny,High ,1,Snack ,motorcycle ,0.0,No ,Metropolitian ,17,4.578,False,start_month,2,15.0
25.0,4.7,conditions Stormy,Medium ,2,Drinks ,scooter ,1.0,No ,Metropolitian ,29,4.638,False,start_month,1,10.0
32.0,4.6,conditions Sandstorms,Medium ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,37,8.115,False,end_month,1,10.0
32.0,4.8,conditions Sandstorms,Jam ,1,Drinks ,scooter ,1.0,No ,Urban ,26,8.117,False,start_month,1,10.0
34.0,5.0,conditions Fog,High ,0,Snack ,motorcycle ,1.0,No ,Metropolitian ,29,4.462,False,start_month,1,10.0
38.0,4.4,conditions Cloudy,Medium ,1,Buffet ,motorcycle ,1.0,Yes ,Urban ,43,15.07,False,start_month,1,15.0
38.0,4.2,conditions Sandstorms,Low ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,22,5.689,False,middle_month,1,5.0
27.0,4.6,conditions Windy,High ,0,Snack ,motorcycle ,0.0,No ,Metropolitian ,27,1.134,True,end_month,1,15.0
30.0,4.9,conditions Stormy,Medium ,0,Snack ,motorcycle ,1.0,No ,Metropolitian ,25,4.537,False,start_month,2,10.0
21.0,4.7,conditions Stormy,Low ,1,Drinks ,motorcycle ,1.0,No ,Urban ,14,2.231,False,middle_month,1,10.0
33.0,4.7,conditions Sandstorms,Medium ,2,Meal ,scooter ,1.0,No ,Metropolitian ,25,5.769,False,start_month,1,15.0
37.0,4.5,conditions Sunny,Jam ,0,Meal ,motorcycle ,0.0,No ,Metropolitian ,29,3.478,False,end_month,1,15.0
21.0,4.6,conditions Sandstorms,Jam ,1,Meal ,scooter ,1.0,No ,Metropolitian ,28,14.742,False,end_month,1,10.0
26.0,4.9,conditions Stormy,Medium ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,28,12.403,True,middle_month,1,5.0
28.0,4.7,conditions Sandstorms,Medium ,2,Meal ,electric_scooter ,0.0,No ,Metropolitian ,24,10.207,False,middle_month,1,15.0
24.0,4.8,conditions Fog,Low ,0,Buffet ,motorcycle ,0.0,No ,Metropolitian ,24,5.705,False,start_month,1,5.0
32.0,4.7,conditions Windy,Medium ,2,Drinks ,scooter ,1.0,No ,Metropolitian ,29,16.026,True,start_month,2,5.0
25.0,4.7,conditions Windy,Medium ,0,Snack ,motorcycle ,0.0,No ,Metropolitian ,36,9.118,False,start_month,1,5.0
21.0,5.0,conditions Sandstorms,Low ,1,Drinks ,motorcycle ,0.0,No ,Metropolitian ,13,1.145,False,middle_month,1,15.0
34.0,4.0,conditions Sandstorms,High ,2,Snack ,scooter ,0.0,No ,Metropolitian ,32,4.548,True,end_month,1,5.0
29.0,4.5,conditions Windy,Low ,0,Snack ,motorcycle ,1.0,No ,Metropolitian ,19,3.479,False,middle_month,1,5.0
36.0,4.3,conditions Sandstorms,Jam ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,51,14.502,False,start_month,1,10.0
23.0,4.9,conditions Fog,Medium ,2,Snack ,scooter ,1.0,No ,Urban ,28,9.02,False,middle_month,1,5.0
29.0,4.6,conditions Fog,Low ,1,Buffet ,scooter ,0.0,No ,Metropolitian ,17,1.159,True,end_month,1,10.0
21.0,4.9,conditions Stormy,Jam ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,27,10.147,False,middle_month,1,15.0
38.0,5.0,conditions Sunny,Low ,2,Meal ,scooter ,0.0,No ,Metropolitian ,19,1.144,False,start_month,1,15.0
22.0,5.0,conditions Sandstorms,Low ,2,Snack ,electric_scooter ,0.0,No ,Metropolitian ,11,3.145,False,start_month,1,10.0
31.0,4.9,conditions Stormy,Jam ,0,Drinks ,motorcycle ,3.0,No ,Urban ,49,7.863,False,end_month,1,5.0
33.0,4.8,conditions Sandstorms,Medium ,1,Drinks ,scooter ,1.0,No ,Metropolitian ,30,12.507,False,end_month,1,5.0
22.0,4.7,conditions Sunny,Medium ,2,Snack ,scooter ,1.0,No ,Metropolitian ,15,8.925,True,end_month,1,5.0
27.0,4.9,conditions Sandstorms,Low ,2,Buffet ,electric_scooter ,1.0,No ,Metropolitian ,14,2.29,False,middle_month,1,5.0
27.0,4.3,conditions Windy,High ,0,Drinks ,motorcycle ,0.0,No ,Urban ,31,1.16,True,start_month,2,5.0
34.0,4.1,conditions Windy,Low ,0,Buffet ,motorcycle ,0.0,No ,Urban ,25,6.838,False,start_month,1,10.0
22.0,4.5,conditions Fog,Low ,2,Buffet ,electric_scooter ,0.0,No ,Metropolitian ,20,9.095,False,middle_month,1,10.0
22.0,4.6,conditions Sunny,Low ,1,Meal ,motorcycle ,1.0,No ,Metropolitian ,28,10.417,False,start_month,1,15.0
31.0,4.0,conditions Stormy,Jam ,0,Drinks ,motorcycle ,2.0,No ,Metropolitian ,47,12.731,True,start_month,2,15.0
23.0,4.0,conditions Fog,High ,2,Snack ,electric_scooter ,1.0,No ,Metropolitian ,33,2.29,False,middle_month,1,10.0
32.0,4.9,conditions Windy,Low ,1,Drinks ,scooter ,1.0,No ,Metropolitian ,25,3.402,False,start_month,1,15.0
27.0,4.3,conditions Fog,Jam ,1,Drinks ,scooter ,1.0,No ,Metropolitian ,40,12.474,False,start_month,1,15.0
23.0,4.7,conditions Sunny,High ,1,Snack ,motorcycle ,1.0,No ,Urban ,16,1.141,False,end_month,1,15.0
35.0,4.8,conditions Sandstorms,Low ,1,Meal ,motorcycle ,1.0,No ,Metropolitian ,23,5.706,True,start_month,1,5.0
39.0,4.9,conditions Sunny,Medium ,2,Snack ,motorcycle ,0.0,No ,Metropolitian ,25,16.027,False,start_month,1,5.0
35.0,5.0,conditions Sunny,Jam ,0,Meal ,motorcycle ,1.0,No ,Metropolitian ,25,9.158,True,start_month,1,5.0
22.0,5.0,conditions Windy,Medium ,2,Drinks ,electric_scooter ,1.0,No ,Urban ,15,12.58,True,middle_month,1,10.0
25.0,4.8,conditions Sunny,Medium ,0,Snack ,motorcycle ,1.0,No ,Metropolitian ,22,4.615,False,middle_month,1,10.0
21.0,4.9,conditions Fog,Medium ,1,Drinks ,motorcycle ,0.0,No ,Metropolitian ,25,9.13,False,start_month,2,15.0
32.0,4.5,conditions Fog,Low ,2,Buffet ,scooter ,1.0,No ,Metropolitian ,19,2.269,False,middle_month,1,5.0
24.0,5.0,conditions Sunny,Medium ,1,Snack ,motorcycle ,1.0,No ,Metropolitian ,16,3.384,False,start_month,1,10.0
29.0,4.5,conditions Fog,Low ,1,Snack ,motorcycle ,0.0,No ,Metropolitian ,19,3.145,False,start_month,1,10.0
38.0,4.9,conditions Windy,Low ,2,Buffet ,motorcycle ,1.0,No ,Metropolitian ,21,7.959,False,start_month,1,10.0
23.0,5.0,conditions Stormy,Low ,2,Buffet ,scooter ,1.0,No ,Metropolitian ,18,14.658,False,end_month,1,10.0
25.0,4.9,conditions Stormy,Jam ,1,Buffet ,scooter ,1.0,No ,Metropolitian ,28,15.062,False,end_month,1,5.0
30.0,4.4,conditions Windy,Jam ,2,Meal ,motorcycle ,1.0,No ,Urban ,42,7.809,False,end_month,1,10.0
35.0,4.4,conditions Sandstorms,Low ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,26,2.256,False,middle_month,1,15.0
22.0,4.8,conditions Windy,Medium ,2,Buffet ,electric_scooter ,1.0,No ,Metropolitian ,29,4.616,True,middle_month,1,5.0
23.0,4.9,conditions Cloudy,Medium ,2,Drinks ,scooter ,1.0,No ,Urban ,11,7.863,False,start_month,2,10.0
39.0,4.2,conditions Fog,Medium ,2,Snack ,scooter ,1.0,No ,Metropolitian ,42,9.072,False,middle_month,1,10.0
31.0,4.5,conditions Cloudy,Medium ,1,Buffet ,scooter ,1.0,No ,Urban ,17,6.767,False,start_month,1,15.0
35.0,4.3,conditions Fog,Jam ,2,Drinks ,motorcycle ,2.0,No ,Metropolitian ,44,7.988,False,end_month,1,5.0
24.0,4.6,conditions Sunny,Medium ,2,Buffet ,motorcycle ,1.0,No ,Urban ,17,6.927,False,middle_month,1,15.0
36.0,4.8,conditions Sunny,Low ,1,Drinks ,scooter ,0.0,No ,Metropolitian ,10,2.285,True,middle_month,1,15.0
30.0,4.3,conditions Stormy,Medium ,0,Meal ,motorcycle ,2.0,No ,Metropolitian ,37,8.116,False,middle_month,1,15.0
34.0,3.7,conditions Sunny,Jam ,1,Drinks ,motorcycle ,0.0,No ,Urban ,32,8.925,True,end_month,1,10.0
26.0,4.5,conditions Cloudy,Medium ,2,Buffet ,electric_scooter ,1.0,No,Urban ,10,3.347,True,start_month,2,5.0
28.0,4.4,conditions Windy,Jam ,0,Meal ,motorcycle ,1.0,No ,Metropolitian ,36,7.894,False,start_month,1,5.0
20.0,4.5,conditions Sandstorms,High ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,21,4.618,False,end_month,1,15.0
34.0,4.7,conditions Fog,High ,0,Buffet ,motorcycle ,1.0,No ,Urban ,26,4.549,False,end_month,1,15.0
25.0,4.5,conditions Sunny,Jam ,1,Drinks ,scooter ,1.0,No ,Urban ,15,6.838,False,start_month,1,15.0
28.0,4.7,conditions Windy,Low ,1,Buffet ,scooter ,0.0,No ,Metropolitian ,17,1.143,False,middle_month,1,5.0
35.0,4.8,conditions Sandstorms,Medium ,0,Meal ,motorcycle ,1.0,No ,Urban ,40,12.506,False,end_month,1,15.0
26.0,4.3,conditions Cloudy,Medium ,2,Snack ,scooter ,0.0,No ,Metropolitian ,35,11.008,False,middle_month,1,10.0
24.0,4.6,conditions Sunny,High ,1,Drinks ,motorcycle ,1.0,No ,Metropolitian ,13,4.637,False,end_month,1,5.0
28.0,5.0,conditions Windy,Low ,2,Drinks ,electric_scooter ,1.0,No ,Urban ,16,12.58,False,end_month,1,15.0
29.585221590422037,4.7,conditions Fog,Low,3,Meal ,scooter ,1.0,No ,Metropolitian ,29,17556.033,False,end_month,1,10.0
38.0,4.8,conditions Fog,Jam ,0,Drinks ,motorcycle ,2.0,No ,Metropolitian ,42,16.026,False,middle_month,1,5.0
25.0,5.0,conditions Fog,Low ,0,Snack ,motorcycle ,0.0,No ,Metropolitian ,22,3.428,False,middle_month,1,10.0
33.0,4.9,conditions Stormy,Low ,1,Buffet ,motorcycle ,0.0,No ,Metropolitian ,29,10.281,False,middle_month,1,5.0
29.0,4.7,conditions Sunny,Low ,2,Meal ,motorcycle ,0.0,No ,Metropolitian ,22,1.159,False,end_month,1,10.0
38.0,4.6,conditions Stormy,Low ,2,Snack ,electric_scooter ,0.0,No ,Urban ,24,6.767,False,start_month,2,10.0
34.0,4.8,conditions Windy,Medium ,0,Drinks ,motorcycle ,0.0,No ,Metropolitian ,40,15.006,False,middle_month,1,15.0
20.0,4.9,conditions Windy,Jam ,2,Snack ,scooter ,0.0,No ,Metropolitian ,18,9.435,False,end_month,1,5.0
32.0,4.9,conditions Fog,Low ,2,Buffet ,scooter ,1.0,No ,Metropolitian ,16,1.16,True,middle_month,1,15.0
23.0,4.9,conditions Stormy,High ,2,Drinks ,motorcycle ,0.0,No ,Metropolitian ,28,4.63,False,end_month,1,5.0
22.0,4.5,conditions Sunny,Medium ,0,Drinks ,motorcycle ,1.0,No ,Urban ,22,3.428,False,middle_month,1,10.0
34.0,4.9,conditions Fog,Jam ,2,Meal ,scooter ,2.0,Yes ,Metropolitian ,42,9.236,True,start_month,2,10.0
25.0,4.8,conditions Sunny,Jam ,1,Buffet ,motorcycle ,1.0,No ,Metropolitian ,22,12.468,False,start_month,2,15.0
21.0,4.8,conditions Fog,Medium ,2,Meal ,electric_scooter ,1.0,No ,Metropolitian ,39,9.097,False,end_month,1,5.0
26.0,4.9,conditions Sunny,Medium ,2,Buffet ,electric_scooter ,0.0,No ,Urban ,12,12.55,False,middle_month,1,10.0
30.0,3.5,conditions Sandstorms,Jam ,1,Drinks ,scooter ,1.0,No ,Metropolitian ,34,7.893,False,end_month,1,5.0
33.0,4.6,conditions Cloudy,Jam ,1,Drinks ,motorcycle ,2.0,No ,Metropolitian ,41,16.024,False,start_month,1,15.0
30.0,4.8,conditions Windy,Low ,0,Drinks ,motorcycle ,1.0,No ,Urban ,23,12.552,False,end_month,1,10.0
29.585221590422037,4.7,conditions Sandstorms,Jam ,1,Meal ,motorcycle ,1.0,No ,Metropolitian ,26,12.58,True,end_month,1,5.0
35.0,4.7,conditions Windy,Low ,1,Buffet ,motorcycle ,1.0,No ,Metropolitian ,23,2.231,False,start_month,2,15.0
32.0,4.2,conditions Sandstorms,High ,0,Meal ,motorcycle ,1.0,No ,Metropolitian ,46,4.51,True,middle_month,1,10.0
29.585221590422037,4.7,conditions Sunny,Low ,1,Snack ,scooter ,0.0,No ,Urban ,18,2.319,False,end_month,1,10.0
29.0,4.8,conditions Windy,Low ,1,Buffet ,scooter ,0.0,No ,Urban ,12,15.072,False,start_month,2,5.0
26.0,4.6,conditions Cloudy,Low ,1,Snack ,motorcycle ,0.0,No ,Metropolitian ,16,2.231,True,middle_month,1,15.0
34.0,4.1,conditions Sandstorms,Jam ,0,Snack ,motorcycle ,2.0,No ,Metropolitian ,40,12.404,False,end_month,1,5.0
23.0,5.0,conditions Sunny,Low ,2,Meal ,scooter ,0.0,No ,Metropolitian ,19,1.145,False,start_month,1,15.0
29.0,4.7,conditions Sandstorms,Medium ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,27,3.473,True,end_month,1,5.0
20.0,5.0,conditions Sandstorms,Medium ,1,Snack ,scooter ,0.0,No ,Metropolitian ,22,3.433,False,middle_month,1,15.0
24.0,4.9,conditions Windy,Jam ,1,Drinks ,motorcycle ,0.0,No ,Metropolitian ,19,5.734,False,middle_month,1,10.0
28.0,4.6,conditions Sandstorms,High ,1,Drinks ,scooter ,1.0,No ,Urban ,28,2.282,False,end_month,1,5.0
38.0,4.4,conditions Sandstorms,Low ,0,Meal ,motorcycle ,1.0,No ,Metropolitian ,20,3.145,False,end_month,1,5.0
34.0,4.6,conditions Sandstorms,High ,2,Meal ,electric_scooter ,1.0,No ,Urban ,27,4.617,False,middle_month,1,5.0
39.0,5.0,conditions Cloudy,Jam ,2,Meal ,electric_scooter ,1.0,No ,Metropolitian ,43,20.443,False,middle_month,1,5.0
33.0,4.6,conditions Sunny,Low ,2,Snack ,motorcycle ,1.0,No ,Urban ,20,14.813,False,start_month,1,15.0
31.0,4.1,conditions Fog,Jam ,0,Meal ,motorcycle ,1.0,No ,Metropolitian ,34,4.718,False,middle_month,1,10.0
30.0,4.9,conditions Fog,Low ,2,Buffet ,electric_scooter ,1.0,No ,Metropolitian ,28,12.69,False,end_month,1,5.0
24.0,4.9,conditions Windy,High ,2,Buffet ,scooter ,1.0,No ,Urban ,21,1.159,True,middle_month,1,10.0
29.585221590422037,4.7,conditions Sandstorms,Jam ,0,Meal ,motorcycle ,2.0,Yes ,Metropolitian ,50,1362.781,False,start_month,1,10.0
28.0,5.0,conditions Cloudy,Jam ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,25,6.869,False,start_month,1,10.0
34.0,3.7,conditions Cloudy,Low ,1,Snack ,motorcycle ,0.0,No ,Metropolitian ,31,12.749,False,start_month,1,10.0
33.0,4.6,conditions Sunny,Medium ,2,Meal ,scooter ,1.0,No ,Metropolitian ,19,6.866,False,end_month,1,5.0
34.0,4.7,conditions Cloudy,High ,0,Snack ,motorcycle ,1.0,No ,Metropolitian ,26,2.29,True,start_month,1,15.0
30.0,4.7,conditions Sunny,Low ,0,Buffet ,motorcycle ,0.0,No ,Metropolitian ,22,3.145,False,start_month,1,5.0
24.0,4.6,conditions Stormy,Medium ,2,Snack ,motorcycle ,1.0,No ,Metropolitian ,20,9.097,True,middle_month,1,5.0
22.0,4.8,conditions Sunny,Jam ,2,Drinks ,electric_scooter ,0.0,No ,Metropolitian ,13,12.75,False,end_month,1,10.0
32.0,4.5,conditions Sandstorms,High ,1,Buffet ,motorcycle ,1.0,No ,Metropolitian ,29,2.246,False,middle_month,1,5.0
28.0,4.5,conditions Sandstorms,Jam ,1,Meal ,motorcycle ,0.0,No ,Metropolitian ,26,5.706,False,end_month,1,15.0
22.0,4.6,conditions Windy,Low ,1,Buffet ,motorcycle ,1.0,No ,Urban ,19,11.008,False,start_month,1,15.0
23.0,5.0,conditions Cloudy,Jam ,0,Buffet ,motorcycle ,1.0,No ,Urban ,24,3.403,False,start_month,1,15.0
33.0,4.9,conditions Stormy,Low ,1,Buffet ,motorcycle ,1.0,No ,Urban ,15,12.506,False,end_month,1,15.0
27.0,4.8,conditions Fog,Medium ,0,Buffet ,motorcycle ,0.0,No ,Metropolitian ,35,9.128,False,middle_month,1,10.0
25.0,4.0,conditions Sandstorms,Low ,0,Buffet ,motorcycle ,0.0,No ,Metropolitian ,26,5.771,False,middle_month,1,10.0
31.0,4.1,conditions Fog,Jam ,1,Drinks ,motorcycle ,1.0,No ,Urban ,43,16.024,False,middle_month,1,5.0
21.0,4.7,conditions Stormy,Jam ,2,Snack ,motorcycle ,0.0,No ,Metropolitian ,26,8.984,False,middle_month,1,10.0
32.0,4.8,conditions Cloudy,Medium ,2,Drinks ,scooter ,1.0,No ,Urban ,17,3.383,False,end_month,1,10.0
28.0,4.7,conditions Stormy,High ,1,Meal ,motorcycle ,0.0,No ,Metropolitian ,11,4.547,False,middle_month,1,15.0
27.0,4.8,conditions Stormy,Low ,1,Drinks ,motorcycle ,1.0,No ,Urban ,18,1.134,False,middle_month,1,10.0
37.0,5.0,conditions Stormy,Jam ,0,Buffet ,motorcycle ,1.0,Yes ,Metropolitian ,44,8.013,False,end_month,1,15.0
28.0,4.8,conditions Sunny,High ,2,Buffet ,scooter ,0.0,No ,Urban ,15,6.29,False,middle_month,1,10.0
21.0,4.6,conditions Windy,Jam ,0,Snack ,motorcycle ,1.0,No ,Metropolitian ,33,12.749,False,start_month,2,5.0
38.0,4.8,conditions Cloudy,Low ,1,Snack ,scooter ,1.0,No ,Metropolitian ,25,10.299,True,end_month,1,15.0
20.0,4.9,conditions Fog,Medium ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,28,5.699,False,middle_month,1,10.0
37.0,4.7,conditions Cloudy,Jam ,1,Snack ,scooter ,1.0,No ,Metropolitian ,40,10.302,False,middle_month,1,15.0
33.0,4.8,conditions Cloudy,Low ,2,Drinks ,scooter ,0.0,No ,Metropolitian ,16,2.283,True,end_month,1,15.0
33.0,4.7,conditions Cloudy,Medium ,2,Snack ,scooter ,0.0,No ,Urban ,33,8.114,True,end_month,1,15.0
39.0,4.7,conditions Fog,Low ,2,Snack ,electric_scooter ,1.0,No ,Metropolitian ,16,1.145,False,start_month,1,5.0
25.0,4.9,conditions Fog,Medium ,1,Snack ,scooter ,1.0,No ,Urban ,17,6.822,False,start_month,1,5.0
30.0,4.4,conditions Fog,Medium ,2,Drinks ,motorcycle ,1.0,No ,Metropolitian ,35,14.814,False,middle_month,1,10.0
39.0,5.0,conditions Sunny,Jam ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,23,3.477,True,middle_month,1,10.0
24.0,4.9,conditions Cloudy,Jam ,1,Buffet ,motorcycle ,0.0,No ,Metropolitian ,44,14.779,False,middle_month,1,5.0
32.0,5.0,conditions Windy,Low ,2,Meal ,motorcycle ,0.0,No ,Metropolitian ,27,1.144,False,start_month,1,10.0
36.0,4.4,conditions Stormy,High ,2,Drinks ,scooter ,1.0,No ,Metropolitian ,32,2.319,False,end_month,1,15.0
31.0,4.9,conditions Windy,High ,1,Buffet ,motorcycle ,0.0,No ,Metropolitian ,30,4.638,True,middle_month,1,15.0
20.0,4.6,conditions Cloudy,Jam ,2,Meal ,scooter ,0.0,No ,Metropolitian ,20,5.722,True,middle_month,1,10.0
34.0,5.0,conditions Stormy,Low ,1,Meal ,motorcycle ,1.0,No ,Urban ,25,1.116,True,end_month,1,10.0
37.0,4.4,conditions Sandstorms,Low ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,30,2.308,False,start_month,2,10.0
